"TicketID","TicketType","TicketSubject","TicketPriority","TicketChannel","ProductPurchased","CustomerSatisfactionRating","TimetoResolution","FirstResponseTime"
6204,Billing inquiry,Cancellation request,Critical,Email,Fitbit Versa Smartwatch,5,"01/06/23 11:00","01/06/23 0:54"
6205,Technical issue,Product setup,High,Email,Microsoft Xbox Controller,2,"01/06/23 8:00","01/06/23 2:23"
6212,Technical issue,Refund request,Low,Email,Sony Xperia,2,"01/06/23 6:14","01/06/23 22:39"
6217,Cancellation request,Refund request,Critical,Email,iPhone,1,"01/06/23 12:18","01/06/23 0:15"
6220,Cancellation request,Account access,Medium,Phone,Canon EOS,3,"01/06/23 7:31","01/06/23 7:52"
6234,Product inquiry,Hardware issue,Critical,Social media,Dyson Vacuum Cleaner,2,"01/06/23 16:44","01/06/23 11:56"
6237,Refund request,Battery life,High,Social media,PlayStation,2,"01/06/23 7:58","01/06/23 20:43"
6241,Cancellation request,Refund request,Critical,Chat,Canon DSLR Camera,4,"01/06/23 13:51","01/06/23 16:19"
6242,Technical issue,Software bug,Critical,Social media,Google Nest,4,"01/06/23 12:22","01/06/23 4:41"
6243,Refund request,Network problem,Medium,Social media,LG Smart TV,5,"01/06/23 19:26","01/06/23 1:44"
6247,Technical issue,Cancellation request,High,Social media,Asus ROG,2,"01/06/23 2:45","01/06/23 8:26"
6248,Cancellation request,Display issue,Low,Chat,iPhone,4,"01/06/23 23:11","01/06/23 12:44"
6249,Refund request,Installation support,Critical,Email,Fitbit Charge,4,"01/06/23 20:20","01/06/23 13:20"
6251,Billing inquiry,Product recommendation,Critical,Social media,MacBook Pro,3,"01/06/23 9:49","01/06/23 4:33"
6253,Cancellation request,Software bug,Low,Email,Canon EOS,5,"01/06/23 22:54","01/06/23 5:58"
6254,Technical issue,Software bug,High,Phone,Google Pixel,3,"01/06/23 10:37","01/06/23 2:47"
6256,Cancellation request,Network problem,Low,Email,LG OLED,4,"01/06/23 21:20","01/06/23 18:07"
6261,Product inquiry,Network problem,Medium,Phone,HP Pavilion,2,"01/06/23 15:38","01/06/23 22:13"
6262,Technical issue,Battery life,High,Social media,Canon EOS,5,"01/06/23 1:56","01/06/23 14:30"
6263,Billing inquiry,Delivery problem,Critical,Phone,LG Smart TV,2,"01/06/23 2:17","01/06/23 23:53"
6265,Refund request,Product compatibility,High,Email,Adobe Photoshop,1,"01/06/23 17:08","01/06/23 8:58"
6267,Refund request,Product recommendation,High,Social media,Microsoft Xbox Controller,4,"01/06/23 8:42","01/06/23 13:24"
6268,Refund request,Payment issue,Low,Social media,GoPro Hero,3,"01/06/23 5:26","01/06/23 18:06"
6275,Billing inquiry,Software bug,High,Social media,LG OLED,4,"01/06/23 19:21","01/06/23 6:29"
6276,Product inquiry,Refund request,Critical,Social media,PlayStation,1,"01/06/23 19:20","01/06/23 10:23"
6278,Billing inquiry,Delivery problem,Critical,Social media,Canon DSLR Camera,2,"01/06/23 23:30","01/06/23 4:59"
6279,Refund request,Peripheral compatibility,Critical,Social media,LG Smart TV,3,"01/06/23 9:12","01/06/23 22:47"
6281,Product inquiry,Data loss,High,Email,Autodesk AutoCAD,5,"01/06/23 9:51","01/06/23 9:53"
6283,Billing inquiry,Refund request,Critical,Chat,MacBook Pro,2,"01/06/23 11:05","01/06/23 21:51"
6287,Product inquiry,Peripheral compatibility,Low,Social media,Nest Thermostat,1,"01/06/23 17:59","01/06/23 5:39"
6291,Product inquiry,Software bug,Low,Chat,Lenovo ThinkPad,5,"01/06/23 0:56","01/06/23 21:51"
6293,Refund request,Installation support,High,Chat,Garmin Forerunner,5,"01/06/23 23:33","01/06/23 9:38"
6294,Product inquiry,Peripheral compatibility,Medium,Social media,Xbox,1,"01/06/23 16:13","01/06/23 6:24"
6297,Product inquiry,Installation support,Critical,Email,LG OLED,3,"01/06/23 13:07","01/06/23 18:16"
6300,Cancellation request,Payment issue,High,Chat,Dyson Vacuum Cleaner,1,"01/06/23 13:14","01/06/23 22:29"
6305,Product inquiry,Delivery problem,Critical,Chat,Microsoft Office,2,"01/06/23 5:48","01/06/23 6:35"
6310,Billing inquiry,Network problem,Medium,Social media,Microsoft Office,3,"01/06/23 14:51","01/06/23 14:39"
6311,Cancellation request,Data loss,Medium,Email,Bose SoundLink Speaker,4,"01/06/23 2:17","01/06/23 16:53"
6312,Refund request,Product recommendation,Critical,Chat,LG Smart TV,3,"01/06/23 23:10","01/06/23 11:53"
6316,Billing inquiry,Display issue,Low,Social media,Canon EOS,2,"01/06/23 1:49","01/06/23 18:24"
6323,Billing inquiry,Product recommendation,Critical,Chat,Philips Hue Lights,1,"01/06/23 6:43","01/06/23 14:05"
6324,Cancellation request,Peripheral compatibility,Critical,Social media,Nest Thermostat,5,"01/06/23 22:58","01/06/23 8:11"
6325,Billing inquiry,Battery life,Low,Social media,Sony 4K HDR TV,5,"01/06/23 2:40","02/06/23 0:06"
6329,Refund request,Product compatibility,Low,Chat,Bose QuietComfort,1,"01/06/23 20:25","01/06/23 8:28"
6330,Refund request,Hardware issue,Critical,Email,LG Smart TV,3,"01/06/23 12:53","01/06/23 0:24"
6333,Technical issue,Cancellation request,Low,Email,GoPro Action Camera,5,"01/06/23 0:30","01/06/23 9:10"
6334,Product inquiry,Data loss,Medium,Social media,LG Smart TV,3,"01/06/23 10:53","01/06/23 1:07"
6336,Billing inquiry,Product setup,High,Chat,Dell XPS,5,"01/06/23 2:23","01/06/23 3:25"
6337,Cancellation request,Product setup,Critical,Social media,Microsoft Surface,1,"01/06/23 23:35","01/06/23 5:38"
6338,Refund request,Installation support,Critical,Email,Microsoft Surface,1,"01/06/23 15:04","01/06/23 9:38"
6342,Refund request,Peripheral compatibility,Medium,Email,Google Nest,1,"01/06/23 16:58","01/06/23 11:17"
6343,Refund request,Software bug,Medium,Email,Lenovo ThinkPad,2,"01/06/23 12:32","01/06/23 1:46"
6345,Technical issue,Delivery problem,Medium,Phone,Philips Hue Lights,3,"01/06/23 13:26","01/06/23 10:17"
6348,Billing inquiry,Network problem,Low,Email,Sony 4K HDR TV,1,"01/06/23 15:27","01/06/23 16:45"
6350,Technical issue,Peripheral compatibility,High,Chat,Microsoft Office,5,"01/06/23 19:11","01/06/23 15:15"
6352,Refund request,Battery life,Critical,Chat,LG Washing Machine,1,"01/06/23 18:58","01/06/23 3:45"
6355,Billing inquiry,Account access,Medium,Phone,Nest Thermostat,2,"01/06/23 17:10","01/06/23 21:01"
6363,Technical issue,Payment issue,Medium,Chat,PlayStation,3,"01/06/23 9:10","01/06/23 4:50"
6364,Billing inquiry,Product setup,Medium,Email,HP Pavilion,2,"01/06/23 8:13","01/06/23 4:12"
6366,Billing inquiry,Payment issue,Critical,Chat,Apple AirPods,2,"01/06/23 20:51","01/06/23 18:54"
6368,Product inquiry,Product recommendation,High,Chat,Bose QuietComfort,1,"01/06/23 1:47","01/06/23 5:27"
6370,Product inquiry,Data loss,Medium,Email,Apple AirPods,5,"01/06/23 5:34","01/06/23 21:09"
6371,Billing inquiry,Battery life,High,Chat,Philips Hue Lights,4,"01/06/23 7:35","01/06/23 6:37"
6375,Product inquiry,Product compatibility,Critical,Email,Sony 4K HDR TV,3,"01/06/23 0:57","01/06/23 21:42"
6376,Refund request,Refund request,Critical,Social media,LG Washing Machine,2,"01/06/23 19:47","01/06/23 18:16"
6380,Product inquiry,Software bug,Low,Social media,GoPro Hero,2,"01/06/23 2:11","01/06/23 16:51"
6381,Product inquiry,Product setup,Critical,Phone,Nikon D,3,"01/06/23 21:17","01/06/23 11:16"
6382,Refund request,Hardware issue,High,Social media,Canon DSLR Camera,5,"01/06/23 2:36","01/06/23 19:53"
6384,Billing inquiry,Account access,High,Chat,Adobe Photoshop,5,"01/06/23 21:11","01/06/23 8:33"
6385,Product inquiry,Account access,High,Chat,Nest Thermostat,3,"01/06/23 0:42","01/06/23 3:54"
6395,Product inquiry,Data loss,Medium,Chat,Nikon D,2,"01/06/23 1:27","01/06/23 8:03"
6396,Product inquiry,Account access,Medium,Social media,iPhone,5,"01/06/23 12:16","01/06/23 1:39"
6397,Billing inquiry,Peripheral compatibility,Low,Phone,Garmin Forerunner,1,"01/06/23 13:36","01/06/23 8:29"
6402,Product inquiry,Delivery problem,High,Social media,Garmin Forerunner,2,"01/06/23 3:51","01/06/23 22:47"
6406,Technical issue,Cancellation request,Low,Chat,Garmin Forerunner,4,"01/06/23 13:20","01/06/23 20:26"
6408,Product inquiry,Product compatibility,High,Email,HP Pavilion,5,"01/06/23 3:05","01/06/23 18:59"
6411,Product inquiry,Display issue,Critical,Phone,Google Pixel,5,"01/06/23 5:27","01/06/23 9:32"
6412,Cancellation request,Hardware issue,Critical,Email,iPhone,2,"01/06/23 4:05","01/06/23 20:11"
6415,Technical issue,Data loss,Medium,Phone,Dyson Vacuum Cleaner,4,"01/06/23 6:44","01/06/23 15:17"
6417,Refund request,Network problem,High,Email,Canon EOS,5,"01/06/23 18:14","01/06/23 8:18"
6419,Product inquiry,Battery life,High,Email,Fitbit Versa Smartwatch,4,"01/06/23 13:05","01/06/23 5:31"
6421,Technical issue,Product recommendation,Low,Chat,MacBook Pro,3,"01/06/23 10:09","01/06/23 19:43"
6425,Technical issue,Peripheral compatibility,Medium,Email,MacBook Pro,1,"01/06/23 23:54","01/06/23 13:38"
6435,Technical issue,Product setup,High,Phone,Microsoft Surface,2,"01/06/23 10:29","01/06/23 8:19"
6438,Refund request,Software bug,Medium,Phone,Canon EOS,1,"01/06/23 21:22","01/06/23 20:36"
6441,Product inquiry,Cancellation request,Medium,Social media,Roomba Robot Vacuum,4,"01/06/23 1:44","01/06/23 15:47"
6442,Refund request,Delivery problem,High,Email,Asus ROG,5,"01/06/23 16:06","01/06/23 0:26"
6448,Billing inquiry,Refund request,High,Phone,Xbox,5,"01/06/23 2:38","01/06/23 8:37"
6451,Cancellation request,Refund request,High,Phone,Canon EOS,5,"01/06/23 6:05","01/06/23 16:41"
6456,Product inquiry,Delivery problem,Critical,Phone,Canon DSLR Camera,5,"01/06/23 9:38","01/06/23 6:28"
6457,Cancellation request,Cancellation request,Low,Chat,Samsung Soundbar,1,"01/06/23 3:14","01/06/23 10:25"
6462,Cancellation request,Network problem,Critical,Social media,Fitbit Versa Smartwatch,1,"01/06/23 19:11","01/06/23 4:13"
6463,Technical issue,Delivery problem,Critical,Email,GoPro Hero,5,"01/06/23 6:45","01/06/23 2:29"
6466,Technical issue,Refund request,Critical,Email,Google Pixel,3,"01/06/23 6:17","01/06/23 11:39"
6473,Technical issue,Refund request,High,Email,Microsoft Office,5,"01/06/23 7:12","01/06/23 13:54"
6476,Cancellation request,Product setup,Critical,Social media,Sony Xperia,3,"01/06/23 21:38","01/06/23 5:17"
6478,Billing inquiry,Data loss,High,Email,Roomba Robot Vacuum,5,"01/06/23 7:25","01/06/23 12:39"
6484,Billing inquiry,Display issue,High,Email,iPhone,4,"01/06/23 12:32","01/06/23 23:20"
6490,Technical issue,Software bug,High,Social media,Sony PlayStation,1,"01/06/23 12:23","01/06/23 22:06"
6492,Billing inquiry,Product compatibility,Low,Email,Bose QuietComfort,3,"01/06/23 17:11","01/06/23 9:38"
6493,Billing inquiry,Battery life,High,Social media,Nikon D,2,"01/06/23 13:19","01/06/23 17:38"
6497,Cancellation request,Battery life,Medium,Phone,Fitbit Versa Smartwatch,1,"01/06/23 13:23","01/06/23 23:01"
6499,Refund request,Hardware issue,Medium,Email,Fitbit Versa Smartwatch,3,"01/06/23 1:01","01/06/23 22:42"
6500,Refund request,Cancellation request,Low,Phone,Roomba Robot Vacuum,4,"01/06/23 18:27","01/06/23 20:29"
6502,Technical issue,Software bug,Medium,Social media,Amazon Echo,2,"01/06/23 3:30","01/06/23 4:25"
6505,Billing inquiry,Battery life,High,Email,LG Smart TV,2,"01/06/23 4:59","01/06/23 8:42"
6506,Technical issue,Installation support,Medium,Phone,Garmin Forerunner,5,"01/06/23 15:34","01/06/23 22:18"
6510,Refund request,Display issue,High,Email,Microsoft Surface,4,"01/06/23 2:46","01/06/23 17:20"
6515,Cancellation request,Product setup,High,Phone,GoPro Hero,5,"01/06/23 2:59","01/06/23 11:41"
6521,Product inquiry,Installation support,Medium,Phone,Microsoft Xbox Controller,2,"01/06/23 8:54","01/06/23 15:00"
6525,Product inquiry,Battery life,Low,Social media,Fitbit Charge,1,"01/06/23 22:55","01/06/23 0:18"
6528,Technical issue,Product recommendation,Low,Social media,Microsoft Office,4,"01/06/23 3:21","01/06/23 6:50"
6529,Billing inquiry,Delivery problem,High,Phone,MacBook Pro,2,"01/06/23 15:17","01/06/23 7:42"
6530,Technical issue,Display issue,Medium,Phone,LG OLED,1,"01/06/23 17:20","01/06/23 19:24"
6534,Billing inquiry,Refund request,Critical,Social media,Canon EOS,4,"01/06/23 2:32","01/06/23 1:08"
6536,Cancellation request,Delivery problem,High,Email,iPhone,5,"01/06/23 18:11","01/06/23 15:44"
6540,Technical issue,Product recommendation,Low,Phone,Bose QuietComfort,2,"01/06/23 1:34","01/06/23 19:55"
6544,Technical issue,Product compatibility,High,Chat,Xbox,3,"01/06/23 3:20","01/06/23 14:51"
6551,Technical issue,Hardware issue,Low,Chat,Nest Thermostat,4,"01/06/23 14:33","01/06/23 14:20"
6561,Cancellation request,Software bug,Critical,Phone,LG OLED,2,"01/06/23 9:40","01/06/23 15:46"
6563,Cancellation request,Product compatibility,High,Email,Apple AirPods,2,"01/06/23 7:34","01/06/23 18:44"
6568,Technical issue,Refund request,Critical,Email,LG OLED,4,"01/06/23 16:08","01/06/23 2:13"
6570,Technical issue,Product setup,Critical,Social media,Philips Hue Lights,4,"01/06/23 17:32","01/06/23 16:36"
6571,Refund request,Product compatibility,High,Email,iPhone,5,"01/06/23 7:35","01/06/23 1:18"
6582,Cancellation request,Data loss,Critical,Chat,Apple AirPods,1,"01/06/23 3:53","01/06/23 21:38"
6584,Billing inquiry,Product compatibility,Low,Chat,Nest Thermostat,3,"01/06/23 12:49","01/06/23 10:14"
6587,Product inquiry,Product recommendation,High,Social media,Fitbit Charge,3,"01/06/23 16:34","01/06/23 15:22"
6590,Product inquiry,Software bug,Critical,Email,Nest Thermostat,1,"01/06/23 1:35","01/06/23 16:30"
6591,Refund request,Product compatibility,Critical,Email,Autodesk AutoCAD,1,"01/06/23 14:08","01/06/23 15:37"
6592,Technical issue,Network problem,Medium,Phone,Amazon Echo,4,"01/06/23 8:24","01/06/23 12:58"
6593,Technical issue,Refund request,Critical,Social media,HP Pavilion,2,"01/06/23 11:34","01/06/23 0:21"
6595,Refund request,Refund request,Medium,Email,Bose QuietComfort,1,"01/06/23 8:08","01/06/23 12:29"
6598,Cancellation request,Hardware issue,Medium,Email,Canon DSLR Camera,2,"01/06/23 18:46","01/06/23 6:57"
6599,Product inquiry,Display issue,High,Email,Sony Xperia,5,"01/06/23 16:24","01/06/23 13:49"
6601,Cancellation request,Account access,High,Social media,Canon DSLR Camera,2,"01/06/23 12:27","01/06/23 20:04"
6603,Refund request,Battery life,Critical,Phone,Apple AirPods,3,"01/06/23 14:42","01/06/23 18:14"
6607,Cancellation request,Product recommendation,Low,Chat,Google Pixel,5,"01/06/23 19:35","01/06/23 17:03"
6620,Billing inquiry,Software bug,Medium,Email,Google Nest,3,"01/06/23 9:22","01/06/23 11:29"
6621,Product inquiry,Product recommendation,Low,Chat,Microsoft Office,3,"01/06/23 11:08","01/06/23 18:29"
6622,Technical issue,Network problem,Medium,Phone,Samsung Soundbar,2,"01/06/23 21:59","01/06/23 15:24"
6624,Refund request,Product recommendation,High,Social media,Asus ROG,5,"01/06/23 23:59","01/06/23 20:09"
6626,Refund request,Network problem,Medium,Phone,Fitbit Charge,2,"01/06/23 6:23","01/06/23 22:44"
6630,Refund request,Refund request,High,Email,Samsung Soundbar,5,"01/06/23 14:23","01/06/23 3:07"
6631,Technical issue,Software bug,Low,Social media,Bose SoundLink Speaker,3,"01/06/23 20:35","02/06/23 0:05"
6634,Refund request,Battery life,Critical,Social media,GoPro Action Camera,4,"01/06/23 10:07","01/06/23 10:26"
6638,Technical issue,Cancellation request,High,Chat,Xbox,1,"01/06/23 10:59","01/06/23 8:35"
6640,Cancellation request,Account access,High,Email,PlayStation,2,"01/06/23 20:10","01/06/23 19:45"
6646,Billing inquiry,Account access,Low,Phone,Roomba Robot Vacuum,2,"01/06/23 22:00","01/06/23 10:43"
6649,Cancellation request,Network problem,Low,Social media,Nest Thermostat,2,"01/06/23 10:27","01/06/23 5:18"
6650,Product inquiry,Battery life,Critical,Social media,Nest Thermostat,3,"01/06/23 23:43","01/06/23 0:51"
6651,Technical issue,Software bug,High,Phone,Roomba Robot Vacuum,4,"01/06/23 11:27","01/06/23 17:16"
6652,Cancellation request,Product recommendation,Critical,Phone,Samsung Soundbar,3,"01/06/23 0:31","01/06/23 19:48"
6653,Billing inquiry,Network problem,Critical,Phone,Bose QuietComfort,1,"01/06/23 15:55","01/06/23 23:01"
6654,Refund request,Peripheral compatibility,Low,Chat,GoPro Hero,5,"01/06/23 20:22","01/06/23 18:01"
6657,Billing inquiry,Product recommendation,Low,Phone,Nest Thermostat,4,"01/06/23 23:30","01/06/23 12:51"
6659,Refund request,Display issue,Low,Email,LG OLED,3,"01/06/23 11:22","01/06/23 15:19"
6660,Cancellation request,Software bug,Medium,Chat,Google Pixel,3,"01/06/23 1:25","01/06/23 2:25"
6666,Billing inquiry,Product compatibility,High,Email,Microsoft Office,4,"01/06/23 6:53","01/06/23 9:19"
6670,Product inquiry,Data loss,Low,Email,Microsoft Xbox Controller,4,"01/06/23 13:45","01/06/23 11:41"
6678,Technical issue,Network problem,Critical,Chat,MacBook Pro,5,"01/06/23 1:41","01/06/23 7:14"
6680,Product inquiry,Network problem,High,Chat,Apple AirPods,2,"01/06/23 16:39","01/06/23 7:09"
6683,Billing inquiry,Account access,High,Social media,Nikon D,1,"01/06/23 21:37","01/06/23 22:31"
6686,Product inquiry,Hardware issue,Critical,Email,Roomba Robot Vacuum,5,"01/06/23 6:04","01/06/23 18:42"
6687,Cancellation request,Payment issue,Medium,Chat,GoPro Action Camera,2,"01/06/23 0:50","01/06/23 19:18"
6689,Cancellation request,Product recommendation,Low,Chat,Microsoft Office,5,"01/06/23 6:09","01/06/23 20:34"
6690,Product inquiry,Product setup,Low,Chat,Garmin Forerunner,1,"01/06/23 4:59","01/06/23 19:46"
6691,Product inquiry,Hardware issue,High,Phone,Nintendo Switch Pro Controller,3,"01/06/23 12:47","01/06/23 4:19"
6696,Technical issue,Battery life,High,Chat,GoPro Hero,2,"01/06/23 3:58","01/06/23 23:51"
6700,Cancellation request,Hardware issue,Critical,Email,Google Pixel,2,"01/06/23 7:36","01/06/23 22:35"
6702,Cancellation request,Network problem,Low,Social media,Nintendo Switch,5,"01/06/23 9:51","01/06/23 21:36"
6706,Cancellation request,Account access,Low,Chat,HP Pavilion,2,"01/06/23 22:45","01/06/23 19:26"
6708,Refund request,Hardware issue,High,Email,LG OLED,2,"01/06/23 1:13","01/06/23 13:04"
6709,Billing inquiry,Payment issue,Medium,Email,HP Pavilion,1,"01/06/23 21:20","01/06/23 2:26"
6711,Technical issue,Network problem,Medium,Email,Samsung Soundbar,3,"01/06/23 15:56","01/06/23 21:44"
6712,Cancellation request,Peripheral compatibility,Medium,Email,LG Smart TV,5,"01/06/23 16:20","01/06/23 10:23"
6714,Product inquiry,Data loss,Critical,Phone,Autodesk AutoCAD,4,"01/06/23 1:07","01/06/23 11:47"
6716,Billing inquiry,Software bug,High,Email,Apple AirPods,2,"02/06/23 0:16","01/06/23 8:43"
6723,Billing inquiry,Hardware issue,Medium,Phone,Sony 4K HDR TV,2,"01/06/23 19:22","01/06/23 19:44"
6727,Cancellation request,Account access,Medium,Chat,Nest Thermostat,1,"01/06/23 17:33","01/06/23 5:28"
6729,Cancellation request,Data loss,Critical,Social media,Adobe Photoshop,2,"01/06/23 8:24","01/06/23 19:31"
6732,Billing inquiry,Refund request,Low,Chat,Garmin Forerunner,4,"01/06/23 7:24","01/06/23 18:38"
6737,Billing inquiry,Software bug,Low,Email,Lenovo ThinkPad,1,"01/06/23 19:31","01/06/23 18:40"
6738,Refund request,Battery life,High,Social media,Apple AirPods,2,"01/06/23 3:07","02/06/23 0:15"
6739,Technical issue,Software bug,Medium,Email,Lenovo ThinkPad,5,"01/06/23 0:38","01/06/23 15:11"
6740,Technical issue,Peripheral compatibility,Low,Social media,Google Pixel,1,"01/06/23 5:58","01/06/23 13:47"
6741,Cancellation request,Delivery problem,High,Phone,Autodesk AutoCAD,2,"01/06/23 16:55","01/06/23 13:57"
6746,Technical issue,Network problem,Medium,Chat,iPhone,3,"01/06/23 8:52","01/06/23 13:45"
6750,Technical issue,Display issue,Medium,Email,LG Washing Machine,4,"01/06/23 0:35","01/06/23 6:01"
6754,Refund request,Account access,Critical,Email,Google Pixel,1,"01/06/23 4:39","01/06/23 0:57"
6760,Cancellation request,Display issue,High,Chat,Nintendo Switch,5,"01/06/23 1:39","01/06/23 20:47"
6764,Technical issue,Refund request,Critical,Phone,PlayStation,3,"01/06/23 6:41","01/06/23 17:35"
6766,Technical issue,Battery life,High,Email,Asus ROG,3,"01/06/23 18:46","01/06/23 3:35"
6769,Product inquiry,Account access,High,Phone,Lenovo ThinkPad,4,"01/06/23 2:26","01/06/23 16:21"
6774,Billing inquiry,Cancellation request,Medium,Social media,LG Washing Machine,2,"01/06/23 21:39","01/06/23 2:27"
6775,Billing inquiry,Battery life,Medium,Chat,LG Washing Machine,5,"01/06/23 4:51","01/06/23 13:06"
6778,Refund request,Hardware issue,Low,Email,Fitbit Charge,2,"01/06/23 1:28","01/06/23 20:09"
6780,Product inquiry,Network problem,Medium,Social media,Nikon D,4,"01/06/23 2:08","01/06/23 19:02"
6784,Billing inquiry,Software bug,Low,Email,HP Pavilion,4,"01/06/23 6:30","01/06/23 5:29"
6785,Billing inquiry,Software bug,High,Phone,Sony 4K HDR TV,3,"01/06/23 5:09","01/06/23 14:47"
6786,Product inquiry,Product compatibility,Medium,Phone,HP Pavilion,5,"01/06/23 20:54","01/06/23 1:22"
6791,Cancellation request,Account access,High,Phone,Microsoft Office,1,"01/06/23 20:08","01/06/23 20:24"
6794,Refund request,Cancellation request,Critical,Email,Autodesk AutoCAD,2,"01/06/23 15:41","01/06/23 10:20"
6813,Technical issue,Peripheral compatibility,Critical,Social media,Nest Thermostat,3,"01/06/23 20:30","01/06/23 9:41"
6815,Billing inquiry,Software bug,High,Phone,Samsung Galaxy,2,"01/06/23 6:29","01/06/23 19:12"
6816,Technical issue,Product compatibility,High,Social media,Fitbit Charge,1,"01/06/23 8:46","01/06/23 7:15"
6817,Billing inquiry,Delivery problem,Low,Social media,PlayStation,3,"01/06/23 16:27","01/06/23 4:08"
6821,Refund request,Battery life,Medium,Email,Adobe Photoshop,4,"01/06/23 9:32","01/06/23 15:21"
6823,Technical issue,Peripheral compatibility,Medium,Chat,Autodesk AutoCAD,3,"01/06/23 5:49","01/06/23 2:14"
6824,Refund request,Product setup,High,Social media,Fitbit Versa Smartwatch,1,"01/06/23 23:21","01/06/23 15:35"
6829,Cancellation request,Data loss,High,Social media,Roomba Robot Vacuum,1,"01/06/23 9:48","01/06/23 11:44"
6830,Product inquiry,Refund request,Low,Social media,MacBook Pro,1,"01/06/23 7:31","01/06/23 16:36"
6833,Technical issue,Display issue,High,Phone,Philips Hue Lights,5,"01/06/23 21:29","01/06/23 21:25"
6835,Technical issue,Hardware issue,Critical,Phone,Sony Xperia,4,"01/06/23 1:42","01/06/23 18:10"
6838,Refund request,Hardware issue,Low,Social media,PlayStation,1,"01/06/23 17:42","01/06/23 11:53"
6840,Technical issue,Product compatibility,High,Phone,Canon DSLR Camera,1,"01/06/23 0:37","01/06/23 2:17"
6846,Cancellation request,Network problem,High,Phone,Sony 4K HDR TV,1,"01/06/23 7:55","01/06/23 22:01"
6848,Refund request,Hardware issue,High,Email,Microsoft Office,4,"01/06/23 23:42","01/06/23 13:54"
6853,Product inquiry,Display issue,Critical,Social media,Fitbit Charge,1,"01/06/23 3:44","01/06/23 12:49"
6857,Billing inquiry,Hardware issue,Medium,Phone,Nest Thermostat,5,"01/06/23 16:02","01/06/23 20:03"
6868,Product inquiry,Product setup,High,Email,LG Washing Machine,1,"01/06/23 2:34","01/06/23 10:00"
6869,Technical issue,Account access,Medium,Chat,Sony PlayStation,3,"01/06/23 23:36","01/06/23 19:18"
6882,Cancellation request,Data loss,Critical,Email,Amazon Echo,2,"01/06/23 3:46","01/06/23 3:36"
6884,Technical issue,Product setup,Low,Social media,Sony PlayStation,1,"01/06/23 10:25","01/06/23 0:47"
6887,Refund request,Network problem,Medium,Phone,Roomba Robot Vacuum,1,"01/06/23 12:10","01/06/23 1:02"
6890,Refund request,Network problem,High,Email,Lenovo ThinkPad,2,"01/06/23 7:57","01/06/23 21:42"
6891,Product inquiry,Battery life,Low,Social media,Bose QuietComfort,3,"01/06/23 20:54","01/06/23 11:12"
6892,Billing inquiry,Refund request,Medium,Social media,PlayStation,2,"01/06/23 19:17","01/06/23 15:51"
6894,Refund request,Product setup,Low,Phone,Nest Thermostat,3,"01/06/23 17:52","01/06/23 18:54"
6897,Refund request,Hardware issue,Low,Phone,Autodesk AutoCAD,2,"01/06/23 16:30","01/06/23 22:04"
6900,Product inquiry,Network problem,Medium,Phone,GoPro Action Camera,1,"01/06/23 11:03","01/06/23 13:38"
6901,Cancellation request,Product setup,Low,Social media,HP Pavilion,4,"01/06/23 7:33","01/06/23 12:54"
6902,Billing inquiry,Cancellation request,Critical,Email,Fitbit Versa Smartwatch,1,"01/06/23 11:04","01/06/23 1:19"
6907,Billing inquiry,Peripheral compatibility,Critical,Phone,Lenovo ThinkPad,1,"01/06/23 3:34","01/06/23 4:57"
6910,Refund request,Refund request,Medium,Email,Bose SoundLink Speaker,2,"01/06/23 1:58","01/06/23 1:34"
6911,Product inquiry,Hardware issue,Critical,Chat,GoPro Hero,5,"01/06/23 12:22","01/06/23 9:19"
6914,Billing inquiry,Installation support,Medium,Phone,Dyson Vacuum Cleaner,4,"01/06/23 0:34","01/06/23 17:13"
6922,Billing inquiry,Display issue,Critical,Email,Google Pixel,3,"01/06/23 19:00","01/06/23 19:30"
6933,Billing inquiry,Hardware issue,Low,Email,Microsoft Office,3,"01/06/23 13:40","01/06/23 10:29"
6936,Billing inquiry,Software bug,Medium,Phone,Asus ROG,2,"01/06/23 6:01","01/06/23 2:21"
6937,Billing inquiry,Cancellation request,Medium,Email,Nintendo Switch Pro Controller,4,"01/06/23 21:08","01/06/23 20:45"
6938,Product inquiry,Product compatibility,Critical,Social media,Bose QuietComfort,3,"01/06/23 6:01","01/06/23 14:24"
6946,Product inquiry,Installation support,High,Phone,Canon EOS,5,"01/06/23 20:48","01/06/23 5:51"
6952,Refund request,Battery life,Medium,Email,Asus ROG,3,"01/06/23 22:14","01/06/23 12:57"
6957,Product inquiry,Product setup,Low,Chat,Google Pixel,3,"01/06/23 7:02","01/06/23 5:57"
6959,Refund request,Cancellation request,High,Email,LG Smart TV,3,"01/06/23 0:51","01/06/23 6:54"
6962,Billing inquiry,Software bug,High,Phone,Google Pixel,3,"01/06/23 17:48","01/06/23 19:02"
6965,Product inquiry,Peripheral compatibility,Medium,Social media,Nest Thermostat,3,"01/06/23 14:41","01/06/23 4:20"
6967,Refund request,Display issue,Medium,Phone,Amazon Echo,2,"01/06/23 21:10","01/06/23 8:37"
6968,Refund request,Product setup,Critical,Social media,Microsoft Xbox Controller,2,"01/06/23 19:53","01/06/23 17:25"
6975,Cancellation request,Installation support,High,Social media,MacBook Pro,4,"01/06/23 19:27","02/06/23 0:15"
6976,Refund request,Software bug,Low,Email,Garmin Forerunner,4,"01/06/23 16:59","01/06/23 1:16"
